step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
510.0,17,459.0,7.403225806451613,8.028922226149305,2,48.0,0.5506983666218316,2,32.0,0.619060360040796,0,9.0,0.6791525312589576,2,19.0,0.2259089789815898,2,81.0,0.3007971237581148,2,15.0,0.33270702138910174,1,72.0,0.6233942897233952,3,159.0,0.3505844749188339,0,1.0,0.9766001937423046,0,2.0,0.9592261146046546,0,3.0,0.9382009921951124,2,29.0,0.3028083773653925,0,0.0,0.5034252472023265,0,2.0,0.8609222105895857,1,41.0,0.6405036515877883,0,2.0,0.9273951316898745,17,515.0
520.0,19,499.0,7.796875,7.975068650432914,4,79.0,0.19743653935972774,3,64.0,0.583927219676269,0,7.0,0.9576766099727753,3,27.0,0.2490161556129143,1,25.0,0.6527807627920268,0,0.0,0.9446053755174528,1,83.0,0.7125388865758392,5,202.0,0.2727540720255534,0,0.0,0.9222592624341099,0,4.0,0.9641700966208059,0,3.0,0.9601963213141416,2,49.0,0.005326524809505959,0,0.0,0.9268537882879858,0,2.0,0.8335442684684334,0,3.0,0.6982137785681672,0,2.0,0.3423494701087713,19,550.0
530.0,17,510.0,8.225806451612904,8.955782562659984,3,75.0,0.4736412222013438,2,39.0,0.4170852086612335,1,14.0,0.6582595463904042,1,20.0,0.4990020830399436,0,2.0,0.8989814437662198,0,0.0,0.961345276285637,1,94.0,0.768891859311063,5,252.0,0.25144458546370396,0,0.0,0.7019564201021703,0,2.0,0.843853561987682,0,4.0,0.8283055676317366,2,52.0,0.0,1,1.0,0.47928625113794154,0,4.0,0.960358101741301,1,2.0,0.4735808472939695,0,0.0,0.844646736964633,17,561.0
540.0,20,562.0,8.646153846153846,7.467008393353705,1,30.0,0.5396114071029063,3,52.0,0.3177722292394184,1,8.0,0.7096888201691146,0,2.0,0.9167656653866196,1,5.0,0.601698033653477,0,2.0,0.6429042244942657,1,102.0,0.48912454728151233,6,302.0,0.00021367213235609663,1,4.0,0.6368511019711945,0,0.0,1.0,1,9.0,0.5003580735255738,2,73.0,0.4059910943709848,2,13.0,0.0010441639489975041,1,8.0,0.627965508193175,0,1.0,0.9113980482771398,0,0.0,0.9838690069970548,20,611.0
550.0,25,715.0,10.833333333333334,7.38299600311531,2,42.0,0.5335777713344895,2,70.0,0.5867835774046599,1,19.0,0.661137605095342,0,2.0,0.9393805340630887,2,16.0,0.305903802413766,3,22.0,0.37749699412289517,1,113.0,0.6080150968743258,4,318.0,0.19589275697298864,1,15.0,0.474870462849779,0,0.0,0.9407064958992378,2,22.0,0.5906974632760287,1,62.0,0.7443059339283951,2,33.0,0.0,3,27.0,0.3929214005591781,0,0.0,0.16656643243885258,1,3.0,0.5469226519344332,25,764.0
560.0,22,885.0,13.208955223880597,7.429013346718023,1,46.0,0.6429713609971054,2,91.0,0.4901871195636578,2,36.0,0.4777923027329496,0,2.0,0.5309105665217911,2,36.0,0.2578262579256829,4,54.0,3.659497919109232e-05,1,124.0,0.6677007893201794,4,358.0,0.1891073413193126,1,25.0,0.6143133191461244,0,2.0,0.9396110695103954,1,14.0,0.7717218359636857,1,72.0,0.4817711532823208,2,57.0,0.4717614773655135,0,1.0,0.5099499338888662,0,0.0,0.9317546830527671,1,13.0,0.46257742898845755,22,931.0
570.0,26,891.0,12.91304347826087,7.538407607655253,1,56.0,0.4943585934240043,4,120.0,0.4776063289941411,3,44.0,0.0003455140179180034,0,2.0,0.9091628283564748,2,57.0,0.48228442910172864,2,45.0,0.3126168248287385,1,7.0,0.6345537843841464,4,398.0,0.3257773159895812,2,41.0,0.32148223381726765,0,3.0,0.8450633664409649,1,23.0,0.45917907545861275,3,87.0,0.37544809505703536,2,45.0,0.568008655383225,1,7.0,0.4684446854570613,0,0.0,0.9796208934323694,0,0.0,0.7928299120263695,26,935.0
580.0,25,995.0,14.420289855072463,7.78640537053457,0,2.0,0.9288128185086894,5,114.0,0.2992427456167138,3,74.0,0.0,0,2.0,0.8214809650670626,2,81.0,0.6505575093927788,2,65.0,0.32259376146333923,1,6.0,0.5591242866785938,4,438.0,0.3162648037790159,1,44.0,0.0,0,4.0,0.9604677760560639,2,38.0,0.4845844789128334,3,117.0,0.387796842801072,1,52.0,0.5865261875310596,0,0.0,0.9460591713845503,1,3.0,0.6446872727018652,0,0.0,0.918514822223718,25,1040.0
590.0,20,671.0,9.867647058823529,7.864107510708045,0,2.0,0.9831392087497224,3,140.0,0.2721527468757388,2,75.0,0.3020813666020008,0,2.0,0.42908609552597127,3,104.0,0.5318482902760487,2,84.0,0.3501756287540743,1,15.0,0.4765830584309426,1,79.0,0.43878687516488024,1,54.0,0.6353088706567045,2,14.0,0.47333063631616945,1,47.0,0.5559780748249133,1,106.0,0.6814744039468226,1,61.0,0.6391032810711271,1,2.0,0.0007427169060956276,0,0.0,0.7738697890359081,1,5.0,0.6220539609674101,20,790.0
600.0,21,640.0,9.552238805970148,8.046728638260275,0,3.0,0.7097959592136748,5,179.0,0.15274342968415164,2,95.0,0.5677849143132104,0,0.0,0.6096726189016783,2,77.0,0.4802748141430714,2,108.0,0.6346246628774059,0,0.0,1.0,2,97.0,0.558412737102282,1,66.0,0.6389246922470058,2,33.0,0.3121613157857983,3,71.0,0.378697052363833,1,15.0,0.7169521192128661,0,0.0,0.043108279776248495,1,15.0,0.568815922289023,0,0.0,0.9447868371141841,0,5.0,0.9535778508668772,21,764.0
610.0,17,595.0,8.623188405797102,8.670240192413242,0,1.0,0.9682502251738694,4,218.0,0.19182798360910464,2,115.0,0.632663551427722,0,0.0,0.9128716265812599,2,74.0,0.47050376648132686,0,5.0,0.856472387835383,0,2.0,0.925028027237924,2,117.0,0.5958314353398725,1,78.0,0.6380125484211402,2,55.0,0.3987913039852646,1,26.0,0.4873184405577623,1,12.0,0.3922249586337191,0,2.0,0.5554623489688135,0,3.0,0.9602424976977592,1,9.0,0.6395104929088635,1,8.0,0.4946010573178151,17,725.0
620.0,19,631.0,9.417910447761194,7.909513281229096,0,1.0,0.7320014888739389,4,258.0,0.19700456441316433,0,0.0,0.8025772449202625,0,1.0,0.7719813763231992,2,94.0,0.47212147161279727,1,11.0,0.44860775038945067,0,6.0,0.9651114283458554,2,136.0,0.4922125129787705,1,86.0,0.47948611209813585,3,84.0,0.44959794233412054,1,16.0,0.6341478406985245,3,38.0,0.2482121997307712,0,2.0,0.9645960983452612,1,7.0,0.4977647697764412,1,19.0,0.4700258412196589,0,0.0,0.007925253990039273,19,759.0
630.0,23,586.0,8.617647058823529,7.154362779997214,3,12.0,0.41167922943221513,5,299.0,0.22776070724730246,0,0.0,0.9247270293387359,0,1.0,0.9232204051269273,1,21.0,0.00405961530722384,3,30.0,8.373747830835923e-05,0,8.0,0.9086075105065319,2,46.0,0.16871707008321588,2,104.0,0.48083466754006365,1,8.0,0.5561069779651032,1,24.0,0.4762111811973262,3,70.0,0.25020498159957527,0,2.0,0.8780304506044154,0,2.0,0.938468310366427,1,5.0,0.6206154360391263,1,10.0,0.0,23,642.0
640.0,21,314.0,4.686567164179104,8.57846583405624,3,39.0,0.481125179886511,2,59.0,0.5759803453740608,0,5.0,0.9744755117393722,0,1.0,0.6737249357017201,1,12.0,0.4956480486461456,2,47.0,0.0,1,10.0,0.7519643456048551,2,64.0,0.32077731199164056,1,24.0,0.7458542226653592,3,27.0,0.3654053286206104,1,32.0,0.49511602869751403,1,14.0,0.6457799098468099,2,4.0,0.216438954239925,1,4.0,0.6521368450911278,0,2.0,0.9339736162078712,1,25.0,0.6081382601758301,21,369.0
650.0,24,470.0,7.230769230769231,7.151460674575841,5,75.0,0.24698875885333216,3,82.0,0.24281015347583165,1,12.0,0.7716575014685851,1,3.0,0.4909102804175703,1,22.0,0.4695835390242563,2,67.0,0.0,3,31.0,0.3835867521566572,1,66.0,0.4130940833343369,0,9.0,0.7806452972580289,2,47.0,0.5534038831643474,1,42.0,0.5396452264432975,1,5.0,0.45657352186901523,1,14.0,0.6534289125358936,1,14.0,0.5948825701744006,0,0.0,0.9368729303352722,1,35.0,0.6230700401514573,24,524.0
660.0,20,471.0,7.359375,7.696363731805552,3,56.0,0.3992503694639747,4,120.0,0.0,1,22.0,0.5741762187266428,1,13.0,0.0,1,30.0,0.6066467175071607,0,0.0,0.46695430773579133,4,65.0,0.32002737481684973,1,76.0,0.45130333216949126,0,2.0,0.7643418080231883,2,72.0,0.6717643288308692,0,1.0,0.9648588294732284,0,0.0,0.995637217847359,0,2.0,0.9822617792502214,2,9.0,0.30668331566863966,0,0.0,0.8924673907157309,1,45.0,0.05062634658417562,20,513.0
670.0,18,464.0,7.25,8.500815817634347,1,24.0,0.4826567470053509,2,106.0,0.39378194622125545,4,43.0,0.31323875631478754,1,23.0,0.14912850918634557,1,41.0,0.6111754792642234,0,7.0,0.9300590711404457,2,44.0,0.5642754011784618,1,88.0,0.4748823133561553,0,2.0,0.9253195252500241,3,97.0,0.5285790183683565,0,1.0,0.7762489923349722,0,2.0,0.772821400302961,1,6.0,0.6328107111065601,2,30.0,0.46264215499811856,0,0.0,0.9706746723293687,0,0.0,0.8913875937258755,18,514.0
680.0,14,248.0,3.8153846153846156,8.803657625216877,3,43.0,0.48013646677801475,0,5.0,0.806413607222255,2,54.0,0.4574803650483026,0,0.0,0.9424203753092792,1,52.0,0.539543024903207,0,7.0,0.9201404951692144,1,32.0,0.5967048015982915,0,2.0,0.7324891515564571,1,3.0,0.34804135788442203,1,22.0,0.5847328480970587,1,10.0,0.7656986143772344,1,9.0,0.47209940561240044,1,14.0,0.4557321287133443,2,50.0,0.4961893090484151,0,0.0,0.7270679274643278,0,0.0,0.9480962987521677,14,303.0
690.0,11,226.0,3.53125,9.343402718549264,0,6.0,0.9602146155757008,0,10.0,0.8294728434015756,1,30.0,0.627043120717969,0,0.0,0.9418610902747997,1,61.0,0.6212926931392273,2,12.0,0.20641629325039584,1,18.0,0.7625815000575151,0,2.0,0.7411487239164316,1,16.0,0.7023507896344985,1,29.0,0.5211899358442093,2,30.0,0.7072509953647311,0,2.0,0.44713723991865595,0,0.0,0.6227528941209428,2,70.0,0.03660148004721309,0,0.0,0.8623820773224495,0,1.0,0.6400617557907953,11,287.0
700.0,21,357.0,5.3283582089552235,8.090827782893816,1,7.0,0.7750342640538527,2,22.0,0.5696258765146894,3,40.0,0.2336689123517697,0,0.0,0.6168149392127561,2,74.0,0.5539112672974701,3,39.0,0.24132109449370592,1,29.0,0.4886406920219592,0,0.0,0.9656350502086274,0,3.0,0.9446155981376456,1,37.0,0.0,4,54.0,0.44305234059722465,1,9.0,0.0,0,0.0,0.9142528259159979,2,89.0,0.3189197090619379,0,0.0,0.9533199484659809,1,9.0,0.5738546331820643,21,412.0
710.0,23,471.0,7.029850746268656,7.527970234728539,1,14.0,0.5658955675746195,0,4.0,0.7849994697933008,2,61.0,0.48212041897240676,1,11.0,0.5068816785235518,2,83.0,0.5428580120507138,3,47.0,0.24612459507017403,2,36.0,0.4593778827613722,0,0.0,0.980214684851499,2,10.0,0.24708972669792098,1,49.0,0.7083194892089852,3,44.0,0.16487652435743494,1,19.0,0.0,0,0.0,0.9366910977165857,2,109.0,0.467736522768216,1,4.0,0.6623417722168403,2,18.0,0.5634897455443567,23,509.0
720.0,20,375.0,5.514705882352941,7.861974209103913,4,51.0,0.31416778489602454,1,3.0,0.47250450537404814,2,81.0,0.47885337114316495,2,22.0,0.32848534013936553,1,13.0,0.31247781512477674,2,42.0,0.4852428968558898,1,45.0,0.7681048719992167,0,0.0,0.9684366303603588,0,2.0,0.6391160845282403,0,3.0,0.9528560879620048,3,72.0,0.24568834364615938,1,29.0,0.36112452638374976,0,9.0,0.7252675202260052,1,3.0,0.4649250648421379,1,14.0,0.6224140590644359,1,28.0,0.598146724281726,20,417.0
730.0,26,492.0,7.235294117647059,6.6696588686867155,5,92.0,0.15348523522847995,1,13.0,0.48905127475530275,2,76.0,0.31304344649915045,1,31.0,0.5750186739681513,3,42.0,0.44716167428293746,2,62.0,0.3735577090249863,3,66.0,0.47877019134666815,0,2.0,0.9791628601095198,0,2.0,0.9359589813701481,2,8.0,0.3973197770943212,4,106.0,0.18380597764433473,0,2.0,0.9188250530511183,1,9.0,0.7677434448995839,0,0.0,0.3654513528527562,1,24.0,0.06946095928780908,1,6.0,0.44935743585098814,26,541.0
740.0,24,624.0,9.043478260869565,7.735239197173008,3,88.0,0.16559815601264424,1,24.0,0.3348400378720751,2,96.0,0.4797846887981976,2,50.0,0.4750921135623433,2,41.0,0.3927380119950666,3,97.0,0.5431282033179115,2,80.0,0.5761771791476139,0,2.0,0.6567803758757087,0,0.0,0.8587003563516188,1,4.0,1.428845052874818e-05,3,115.0,0.23392393133402928,0,4.0,0.9394114936527364,0,5.0,0.8995836623007174,1,11.0,0.656389242134436,3,54.0,0.35654293252678826,1,2.0,0.4820797247673666,24,673.0
750.0,24,638.0,8.86111111111111,7.794105345845114,3,91.0,0.34214337307019793,1,1.0,0.49422717074347694,2,116.0,0.4540990989366087,1,50.0,0.03203886771356781,2,15.0,0.5174360959087833,3,126.0,0.5003132298691727,2,77.0,0.4722736880963026,0,2.0,0.8642853869933276,1,8.0,0.6311176377825145,1,14.0,0.49779097529803285,1,57.0,0.44710135554921554,0,2.0,0.9430255849726145,2,10.0,0.23896512717840607,1,22.0,0.7515352557760051,3,89.0,0.4998591890507817,1,12.0,0.21358743548153147,24,692.0
760.0,22,528.0,7.232876712328767,7.663595846304117,0,7.0,0.957318178187741,0,1.0,0.4656955746440126,3,109.0,0.2170136596733357,2,71.0,0.3276996419307886,1,19.0,0.7064106700179164,4,158.0,0.3166725208603716,1,15.0,0.44489678007731487,1,11.0,0.4400356253345217,1,3.0,0.4597652542356537,0,0.0,0.9367788688853821,1,69.0,0.7308866368996316,0,2.0,0.9172723104028214,4,42.0,0.30263770361524717,1,32.0,0.4684260328278393,2,38.0,0.4565188721000533,1,7.0,0.47350077671776747,22,584.0
770.0,23,657.0,9.0,7.807316291492897,0,7.0,0.330912594921374,1,10.0,0.6261597635269979,2,128.0,0.45769585311479527,1,21.0,0.46811109393981687,2,29.0,0.6519874038530495,4,197.0,0.21040048922505208,1,25.0,0.5544274199210855,1,7.0,0.4933902802022644,1,13.0,0.0,0,0.0,0.936280308807001,1,80.0,0.7966675919996881,0,2.0,0.9474728805717888,4,83.0,0.46047487271664306,2,44.0,0.31246914272421605,2,43.0,0.32224896350937393,1,18.0,0.630926448161046,23,707.0
780.0,20,624.0,8.547945205479452,8.116114079810389,1,13.0,0.09210301495885867,2,23.0,0.4714348064268496,2,148.0,0.4987405784900028,1,29.0,0.6010397235425348,1,9.0,0.6548899773621691,5,246.0,0.1429299212416426,2,45.0,0.6370179667056722,1,5.0,0.3760468111937541,1,23.0,0.0,0,0.0,0.9536126290179459,0,1.0,0.6190522728550206,0,3.0,0.8120361789147296,1,25.0,0.6423106080324437,2,59.0,0.47501030700176405,0,0.0,0.38344445135433936,1,30.0,0.6305008022792246,20,659.0
790.0,17,537.0,7.897058823529412,9.05485452777106,1,24.0,0.6656424554356626,0,4.0,0.9718299279095938,1,129.0,0.4070234329841609,1,41.0,0.7221341322478353,2,23.0,0.3314229259513004,4,258.0,0.4697747563424648,2,25.0,0.4669572531145877,0,0.0,0.9817237383834108,0,0.0,1.0,1,7.0,0.6675670939860514,2,17.0,0.31388595814163417,0,3.0,0.9588763343704073,2,11.0,0.5825970591346576,0,1.0,0.43167285637340075,0,2.0,0.9077246586921298,1,39.0,0.5607227609533849,17,584.0
800.0,19,496.0,7.294117647058823,7.567849689971077,1,34.0,0.728561717387364,0,9.0,0.805466224859647,2,151.0,0.5748939530173801,1,51.0,0.3339206003669179,3,45.0,0.0,2,98.0,0.6323029907051024,2,21.0,0.11327875047546167,1,1.0,0.000592485995615516,0,0.0,0.6612312723596575,1,18.0,0.731516952028205,2,36.0,0.0,0,3.0,0.4111692048975613,3,32.0,0.4682069736216427,0,0.0,1.0,0,2.0,0.907685750873097,1,49.0,0.48487554431385194,19,550.0
810.0,14,401.0,6.467741935483871,8.224766143431014,2,52.0,0.5044439521068689,1,8.0,0.7011533909683919,1,152.0,0.6977378517469026,1,12.0,0.09261336571013794,0,0.0,1.0,2,121.0,0.6611626197232788,3,51.0,0.24621136102910232,0,0.0,1.0,0,1.0,0.7943064712499694,0,9.0,0.5063931126808008,1,26.0,0.0,2,22.0,0.3097915212479256,1,7.0,0.6260622275062947,0,0.0,1.0,0,4.0,0.4902996155624524,0,0.0,0.9373223752326492,14,465.0
820.0,14,349.0,5.5396825396825395,9.197065457702205,2,76.0,0.612208616582889,0,6.0,0.7695151609502375,0,3.0,0.72577731982214,0,2.0,0.9563903397988472,0,2.0,0.8792436123676143,4,151.0,0.40268762708286404,3,83.0,0.36632363689795067,0,2.0,0.938737310741535,0,2.0,0.9661235459337001,2,23.0,0.49714239746048056,0,1.0,0.9441255452425393,2,42.0,0.30307625297561475,1,14.0,0.541206676173336,0,0.0,1.0,0,2.0,0.9529509780939853,0,0.0,0.7047977145017807,14,409.0
830.0,15,443.0,7.262295081967213,7.870535315312326,2,97.0,0.4541000920638637,1,9.0,0.7035660080310541,0,1.0,0.589929767140676,0,2.0,0.9415987849329818,0,2.0,0.8438332615567149,4,192.0,0.15210542143426617,2,77.0,0.3906301349297764,0,2.0,0.9173172838308402,0,3.0,0.7319107606337381,1,21.0,0.5217870447148845,0,1.0,0.9751918165707316,2,62.0,0.0,2,24.0,0.5838402930682733,0,3.0,0.6499292482737995,1,3.0,0.6200812750665404,0,0.0,0.6853006125439376,15,499.0
840.0,18,407.0,6.564516129032258,7.560308602869029,5,138.0,0.19639167705425917,2,24.0,0.4792876974503134,0,1.0,0.9554838659324705,0,2.0,0.5246161151607716,0,9.0,0.7569247576848271,1,37.0,0.6860423587883857,2,93.0,0.3053875823019794,0,2.0,0.017289136020078907,0,2.0,0.8246638662016227,2,31.0,0.4584265056268906,0,1.0,0.4918974709889814,2,82.0,0.0,2,37.0,0.5515054269256491,0,3.0,0.9261563768546295,1,13.0,0.49995022547626217,1,7.0,0.6205443766273612,18,482.0
850.0,23,517.0,8.206349206349206,7.245588022185865,6,189.0,0.24053126922513818,2,29.0,0.08481798216976794,0,1.0,0.9644467943802546,1,7.0,0.4677178370147415,2,30.0,0.7203187927325763,1,26.0,0.7756025729546281,3,115.0,0.23202180604590433,0,0.0,0.9483673620123987,1,7.0,0.3163040473759949,1,12.0,0.6348839917768743,1,12.0,0.48824219854682765,2,102.0,0.26597842192336246,2,14.0,0.4607913621854461,0,5.0,0.6468595489258421,1,25.0,0.4904520000334325,0,1.0,0.9919402659068515,23,575.0
860.0,23,526.0,7.96969696969697,7.812604077683162,5,238.0,0.3476292896588349,1,41.0,0.6255059814432732,0,0.0,0.8360928204652258,1,17.0,0.4911503228355359,2,36.0,0.47958289911528496,1,4.0,0.7686875732229561,2,87.0,0.30281861123385617,0,4.0,0.9652090652185176,2,27.0,0.3979011330106222,2,25.0,0.33022083663022356,2,27.0,0.32994651131832,0,0.0,0.9363856721170039,2,24.0,0.3144243736569718,1,16.0,0.631091275697092,1,35.0,0.45074704098623986,1,3.0,0.4588761651230003,23,584.0
870.0,17,277.0,4.134328358208955,8.08557994674355,2,7.0,0.44371575256661905,0,2.0,0.9711940824559986,0,2.0,0.9758561037671063,1,0.0,0.3234888221922461,4,71.0,0.2722290325489668,1,14.0,0.5698196117897824,0,1.0,0.8888505478433535,0,6.0,0.7336918231468997,3,51.0,0.2488400429952252,2,36.0,0.0,2,47.0,0.025840700367057188,0,0.0,0.9464352328324697,1,33.0,0.0,0,8.0,0.8861933862291906,1,47.0,0.5148825351205614,0,2.0,0.7767987100509333,17,327.0
880.0,20,315.0,4.701492537313433,7.880990939496184,3,32.0,0.37312985668486076,1,6.0,0.3093179781976652,0,3.0,0.9583246934122183,0,0.0,0.9820086916113953,2,43.0,0.5687148548462287,1,12.0,0.2606754899744769,0,1.0,0.9596509132779144,2,14.0,0.3293981713386988,2,50.0,0.4324842191684617,2,56.0,0.0,3,77.0,0.0,1,5.0,0.6198959380491419,1,43.0,0.0,1,12.0,0.5650623985390021,0,2.0,0.9265386021278477,1,1.0,0.7037920364711355,20,357.0
890.0,22,347.0,5.338461538461538,7.609916514923347,3,64.0,0.39846863352601325,1,1.0,0.00413737324815709,0,6.0,0.7458029066111773,1,2.0,0.46223250331489696,2,31.0,0.5785908243509188,4,43.0,0.0003803013587185607,0,1.0,0.5151545133838352,0,2.0,0.01268281064407722,2,74.0,0.5827364854298932,0,0.0,1.0,3,107.0,0.0,2,20.0,0.4794568804836771,0,1.0,0.8806037518874936,3,41.0,0.45123650184520575,0,3.0,0.6430786055711798,1,5.0,0.602992087247775,22,401.0
900.0,23,459.0,7.403225806451613,7.390108220795679,2,41.0,0.4108487755419496,1,16.0,0.6109923333274604,0,3.0,0.9360079349769267,2,19.0,0.44779805004081574,4,60.0,0.340214202313403,2,50.0,0.0,2,15.0,0.0002859800609066979,0,0.0,1.0,2,94.0,0.6057767424544636,0,0.0,1.0,3,137.0,0.0,1,17.0,0.6396440634198557,0,1.0,0.7687467376529937,3,52.0,0.3793489185089735,0,3.0,0.7671636796171765,1,8.0,0.7484959013781718,23,516.0
910.0,21,578.0,9.32258064516129,7.357031274844013,2,61.0,0.5408124708045111,0,5.0,0.9247766123975208,0,3.0,0.011473042987356612,2,25.0,0.570327316627992,3,72.0,0.5491348209731243,2,70.0,0.0,1,21.0,0.0,0,3.0,0.9599015003175717,1,66.0,0.5747405572489312,0,0.0,1.0,3,167.0,0.23765468016425328,1,27.0,0.35139524975572956,0,2.0,0.7429880830686634,4,83.0,0.16012671774291082,1,11.0,0.655638457670548,1,18.0,0.7032675518655989,21,634.0
920.0,17,608.0,9.806451612903226,8.44183652928648,2,81.0,0.579554949473629,0,3.0,0.9122197740756814,0,0.0,1.0,2,37.0,0.4728104574201714,2,59.0,0.47150942894402825,2,95.0,0.4668062607990302,1,31.0,0.0,0,5.0,0.962602804922039,1,76.0,0.6553980972684956,0,0.0,1.0,3,197.0,0.24049407046310012,0,0.0,1.0,0,2.0,0.8947183901778052,1,14.0,0.23803303873666734,2,30.0,0.6445142613688154,1,28.0,0.3278707769937574,17,658.0
930.0,14,412.0,6.645161290322581,8.413504816322451,2,43.0,0.3052444139002458,0,3.0,0.9300761356064556,0,0.0,0.9265331739109575,2,56.0,0.3035324592330824,1,3.0,0.009350637837796024,0,5.0,0.9563252560914547,1,46.0,0.5925821871203251,0,5.0,0.7363710277729443,0,5.0,0.6674685993769272,0,0.0,1.0,3,227.0,0.0,0,1.0,0.8825986774887294,1,3.0,0.25708204238899,1,27.0,0.6817814107729963,2,30.0,0.6046636830930108,1,13.0,0.49791349163808,14,467.0
940.0,12,162.0,2.6129032258064515,8.621689302932362,1,10.0,0.6326868658078538,1,8.0,0.620354861307611,0,2.0,0.957214968619706,2,27.0,0.34530971238857744,0,0.0,0.5566205692337994,0,5.0,0.6898189147475402,0,5.0,0.9709975437987588,1,15.0,0.40104666284649576,2,22.0,0.46206434692710874,0,5.0,0.8239240582440939,0,0.0,1.0,0,1.0,0.9519263752981795,1,13.0,0.39282355640541944,1,37.0,0.6933837884446343,2,50.0,0.5018966251306337,1,23.0,0.017007134599124635,12,223.0
950.0,14,205.0,3.4166666666666665,8.372363986833053,2,26.0,0.3243802495030769,1,16.0,0.6895861323193532,0,2.0,0.5016344592412836,2,47.0,0.48044283768767293,0,0.0,0.8245387725710183,0,0.0,1.0,1,7.0,0.06883776173023784,1,11.0,0.32676551834902634,2,42.0,0.25795829645615304,0,10.0,0.9388453747773299,0,1.0,0.9743125791699065,2,7.0,0.48265791419205334,1,21.0,0.48915335404084687,1,48.0,0.4331329577603276,0,3.0,0.6286598738276741,1,13.0,0.6337305144105176,14,254.0
960.0,18,340.0,5.862068965517241,7.695160138574995,0,2.0,0.008731356116303088,2,32.0,0.47361665267040737,1,10.0,0.44811251308185057,2,67.0,0.3079481824256366,0,0.0,0.603720913206048,0,0.0,1.0,2,26.0,0.0,2,31.0,0.30514023820054414,3,63.0,0.2508327409613116,0,11.0,0.6511231922843321,0,1.0,0.9659716945746064,2,21.0,0.325617399610663,1,32.0,0.6986403749026142,1,56.0,0.4735074094014339,1,12.0,0.6415553161682491,1,23.0,0.7390858903793786,18,387.0
970.0,20,459.0,8.196428571428571,7.1930328221402595,0,0.0,0.21295714624009135,2,52.0,0.32009239100399123,0,1.0,0.9684497231370773,2,87.0,0.0,1,8.0,0.06611570186899442,0,1.0,0.968019187731666,1,24.0,0.46013811866914117,3,58.0,0.3761210581953021,3,93.0,0.3727309168383194,2,25.0,0.4466295615635098,0,0.0,1.0,2,41.0,0.012196264315332044,1,7.0,0.6243944888850043,1,66.0,0.17779492085657603,1,4.0,0.4557239776368301,1,33.0,0.7890138111042471,20,500.0
980.0,21,436.0,7.785714285714286,7.500635706818323,0,0.0,0.8087339367962673,1,26.0,0.13085576039365965,1,6.0,0.7411818944364835,1,43.0,0.0,2,26.0,0.0,0,3.0,0.9533444201101444,0,0.0,0.9658590423462082,3,88.0,0.3734851765465922,0,0.0,0.9528099142080728,2,49.0,0.5185156957406766,0,0.0,0.9791045615143152,3,70.0,0.3307650747582705,4,25.0,0.10462982765963343,1,74.0,0.4749217343650042,2,21.0,0.0,1,40.0,0.2897563123513072,21,471.0
990.0,17,536.0,9.571428571428571,7.9739676755076445,0,0.0,0.9711427917207128,0,0.0,0.9538604212804378,0,4.0,0.7109747035027699,1,57.0,0.5874143016094402,2,46.0,0.0,0,2.0,0.9517287056466228,0,0.0,0.5995266203109476,4,93.0,0.02567450588279372,0,0.0,0.9593949568239842,2,73.0,0.6618788070930862,0,0.0,0.9825991279573179,3,100.0,0.3748968129263094,2,44.0,0.5024102305575736,1,84.0,0.4293352068855776,1,23.0,0.0,1,52.0,0.6083423203892022,17,578.0
1000.0,13,402.0,7.178571428571429,9.18479372597713,1,7.0,0.5750742989324025,0,0.0,0.9409640792274424,1,6.0,0.4922509636832845,1,68.0,0.769607584685116,0,0.0,1.0,1,3.0,0.4964765000808592,0,0.0,0.9885889065563931,1,61.0,0.6982177128405129,1,1.0,0.19838457434221338,3,92.0,0.4393221529415822,0,2.0,0.4744109772828688,1,48.0,0.620157206787681,1,27.0,0.7088513571077962,1,96.0,0.6483142695924985,1,33.0,0.0,0,2.0,0.9255177364250237,13,446.0
