step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,A0_stopped,A0_accumulated_waiting_time,A0_average_speed,A1_stopped,A1_accumulated_waiting_time,A1_average_speed,A2_stopped,A2_accumulated_waiting_time,A2_average_speed,A3_stopped,A3_accumulated_waiting_time,A3_average_speed,B0_stopped,B0_accumulated_waiting_time,B0_average_speed,B1_stopped,B1_accumulated_waiting_time,B1_average_speed,B2_stopped,B2_accumulated_waiting_time,B2_average_speed,B3_stopped,B3_accumulated_waiting_time,B3_average_speed,C0_stopped,C0_accumulated_waiting_time,C0_average_speed,C1_stopped,C1_accumulated_waiting_time,C1_average_speed,C2_stopped,C2_accumulated_waiting_time,C2_average_speed,C3_stopped,C3_accumulated_waiting_time,C3_average_speed,D0_stopped,D0_accumulated_waiting_time,D0_average_speed,D1_stopped,D1_accumulated_waiting_time,D1_average_speed,D2_stopped,D2_accumulated_waiting_time,D2_average_speed,D3_stopped,D3_accumulated_waiting_time,D3_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
120.0,6,197.0,5.96969696969697,9.551197578430951,3,107.0,0.36284723034764715,0,0.0,0.9741388333773849,0,2.0,0.957628105742339,0,5.0,0.9412231145873237,0,0.0,1.0,0,5.0,0.9543371592421019,0,2.0,0.9440885767154619,0,2.0,0.9764545618188232,0,2.0,0.9487935550002553,0,0.0,1.0,0,0.0,1.0,0,2.0,0.9748532703285663,2,85.0,0.0,1,6.0,0.0,0,0.0,0.9461672748593924,0,0.0,0.6935641370785017,6,218.0
130.0,7,142.0,3.8378378378378377,9.511287562981028,3,137.0,0.4699260779347481,1,1.0,0.00209547771969826,0,2.0,0.21331388265040793,1,6.0,0.47861234599159097,0,0.0,1.0,1,7.0,0.6263179443735251,0,2.0,0.010239953378904921,0,3.0,0.9819349547390843,0,5.0,0.9526919446426612,0,0.0,0.9405584943813805,0,0.0,1.0,0,2.0,0.9717756940412846,0,2.0,0.9586876361789068,0,2.0,0.9315604052321618,0,0.0,1.0,1,0.0,0.7256952211984191,7,169.0
140.0,7,53.0,1.394736842105263,8.709020210672325,0,1.0,0.941810930524629,0,2.0,0.8631263501698719,0,0.0,1.0,3,25.0,0.24109582999977894,0,6.0,0.7545752358638987,1,14.0,0.0,1,13.0,0.4852341206261312,1,6.0,0.628003139477394,0,5.0,0.5312624251088076,0,0.0,0.9300454406465158,0,0.0,1.0,0,2.0,0.4201805146523315,0,2.0,0.8145628252450514,0,2.0,0.7689765993557626,0,0.0,0.8288589444961801,1,5.0,0.5045518133174309,7,83.0
150.0,11,133.0,3.41025641025641,7.908315802768889,0,0.0,0.9736960208123074,0,2.0,0.9428594977285808,0,0.0,1.0,3,55.0,0.2330408920304996,0,11.0,0.9690139938459371,0,0.0,1.0,1,23.0,0.45948411469288736,2,22.0,0.3146030123130151,2,21.0,0.33189216616506795,0,2.0,0.48520110731006777,0,0.0,1.0,1,11.0,0.4910405859255504,1,5.0,0.5732108379801086,0,2.0,0.36544077386246293,0,0.0,0.9879351250222838,1,15.0,0.6207980308342337,11,169.0
160.0,14,193.0,4.595238095238095,7.183687432711686,1,4.0,0.0,1,3.0,0.06037003864049458,0,2.0,0.9889597520232654,1,32.0,0.0,0,11.0,0.6735379361316397,0,0.0,1.0,1,33.0,0.07883945258151451,1,19.0,0.4793207967858003,2,27.0,0.08698719595994531,1,12.0,0.49948532124711753,0,0.0,1.0,1,23.0,0.6995133329911787,2,28.0,0.6185843148029385,1,12.0,0.6577300304979279,0,0.0,0.8921689415736399,2,28.0,0.31414266688206277,14,234.0
170.0,18,321.0,7.295454545454546,7.1699418281185645,1,14.0,0.0,0,0.0,1.0,0,4.0,0.6773359039754419,1,42.0,0.0,1,6.0,0.4847642603506638,0,3.0,0.8821162361235398,1,42.0,0.0,0,2.0,0.9419497765363529,2,47.0,0.47819514288933673,2,24.0,0.0004493719131936636,0,0.0,1.0,2,36.0,0.6375358084894431,4,56.0,0.31134305351121855,1,22.0,0.4992610015804653,1,7.0,0.6249777241698667,2,48.0,0.15046399375300176,18,353.0
180.0,15,302.0,6.425531914893617,7.780968073140125,0,0.0,0.9721039906225551,1,2.0,0.4718356989290208,0,4.0,0.7186622031149222,1,52.0,0.0,1,16.0,0.02790966518070754,0,3.0,0.9459028575725323,1,52.0,0.0,0,2.0,0.8311381398591011,1,30.0,0.7335351431923878,0,0.0,1.0,0,2.0,0.9730726579788078,2,47.0,0.4766458134532039,4,64.0,0.26070305917515585,2,43.0,0.5652509187140959,1,19.0,0.648149586139235,1,9.0,0.0,15,345.0
190.0,11,196.0,4.260869565217392,8.758737921966466,0,0.0,0.9465237594570699,0,2.0,0.9438415021543917,1,11.0,0.6144483396321724,1,62.0,0.49102727486491665,0,0.0,0.963978968169716,2,10.0,0.3148828814863414,0,0.0,1.0,1,14.0,0.521350735090798,2,42.0,0.32092196074694407,0,0.0,1.0,0,5.0,0.9079525621482718,1,16.0,0.36975243575586925,1,29.0,0.6834610493539508,1,21.0,0.7347441108319717,0,4.0,0.8833625697871569,1,19.0,0.0,11,235.0
200.0,16,244.0,4.979591836734694,7.550848252357078,0,0.0,1.0,0,2.0,0.9283586412764904,2,26.0,0.45230066074279335,1,72.0,0.46553891970518063,0,0.0,0.9599880660215121,3,35.0,0.0,0,0.0,1.0,3,33.0,0.3810922973763792,1,14.0,0.0040870800809037445,0,0.0,1.0,1,7.0,0.6184662785920728,1,10.0,0.3883201757790506,1,41.0,0.6482858417024373,2,8.0,0.10197979951347978,0,2.0,0.9305078671611119,1,31.0,0.4737660473090851,16,281.0
210.0,16,290.0,5.918367346938775,7.760631118399885,0,0.0,1.0,1,5.0,0.7047732731768005,2,46.0,0.3258195924511686,1,82.0,0.504782688915189,0,0.0,1.0,2,40.0,0.30781024347080405,0,2.0,0.9725621541736182,2,36.0,0.40619013763131134,2,36.0,0.4783914134549601,0,0.0,1.0,1,15.0,0.43136897091978316,1,18.0,0.26500948195594093,2,16.0,0.5125355055223774,2,23.0,0.0,0,6.0,0.7352490284973773,0,2.0,0.9474083170943828,16,327.0
220.0,19,375.0,7.8125,7.179526830491642,0,0.0,1.0,2,19.0,0.47626634125817496,1,25.0,0.01392899625096342,2,99.0,0.30880729171079296,0,0.0,0.11737959930300487,2,60.0,0.3056343164262477,0,4.0,0.9507486519890127,3,64.0,0.2906855788432816,1,24.0,0.6470316064691123,0,4.0,0.9588744133788202,0,0.0,1.0,2,38.0,0.4835457995620012,3,37.0,0.3743891785286856,1,21.0,0.4958381731808007,1,15.0,0.6985560770514447,1,3.0,0.46603366751722436,19,413.0
230.0,15,371.0,7.729166666666667,7.405343781827244,0,0.0,1.0,1,8.0,0.7371059706587929,1,37.0,0.5125436870003826,2,121.0,0.3314163162765143,0,0.0,0.929485300206887,0,2.0,0.5861610857241549,0,4.0,0.9431980811794514,2,26.0,0.3102277661728498,2,36.0,0.026078727969320245,0,4.0,0.9918840278142376,0,0.0,1.0,2,60.0,0.4801788667687725,2,54.0,0.4175197677690202,1,31.0,0.4522545873168905,2,27.0,0.4328600743068387,0,0.0,0.9801734725419577,15,410.0
240.0,13,372.0,7.591836734693878,8.357956197713683,0,0.0,1.0,1,17.0,0.6269835490407616,1,47.0,0.6845394169484187,0,2.0,0.9016823030572801,0,1.0,0.77280876718709,0,2.0,0.9535233503760733,0,6.0,0.6860981899931972,1,33.0,0.21509967216009312,2,54.0,0.3308280398545779,0,2.0,0.9659285868532156,0,3.0,0.9973386351980336,3,85.0,0.23466531362661244,3,83.0,0.2399030566929828,1,41.0,0.5588982667708803,1,31.0,0.362210679999223,0,0.0,0.5014164349800893,13,407.0
250.0,13,290.0,5.686274509803922,8.520086729228995,0,0.0,1.0,2,27.0,0.3184409877745264,1,5.0,0.5876217563515308,0,2.0,0.8409249722429659,0,6.0,0.9121790125650008,0,2.0,0.47815137144958364,1,19.0,0.6588205580621944,0,0.0,0.9984763830615723,0,3.0,0.7864969080034255,0,2.0,0.9191520786694668,0,3.0,0.8415860445076748,3,115.0,0.20785197112104145,2,68.0,0.0,2,59.0,0.5949126084313702,1,8.0,0.0,1,12.0,0.7052359012881023,13,331.0
260.0,10,188.0,3.4814814814814814,8.676579976889311,0,0.0,1.0,1,35.0,0.5626666343958918,0,2.0,0.40897426116645336,2,13.0,0.2762110500813824,0,6.0,0.9731555429486171,1,14.0,0.612735691855908,1,27.0,0.6385085511081646,0,0.0,0.41961919620342686,0,3.0,0.9781283715486856,0,0.0,1.0,1,16.0,0.519170954779143,0,0.0,0.927447748064865,1,29.0,0.533717822471668,2,66.0,0.5710861354408775,0,3.0,0.7149934001626931,1,22.0,0.6362668139481645,10,236.0
270.0,14,156.0,2.888888888888889,8.810431278380983,0,0.0,0.9135706478457502,1,45.0,0.40715619201408804,1,13.0,0.7655845695440451,2,30.0,0.4870129351912333,0,0.0,0.9831427219293766,2,27.0,0.40085429002908,1,13.0,0.21684953476323984,1,12.0,0.6370076263871319,1,4.0,0.11037564247910325,0,0.0,1.0,1,28.0,0.7707569093656523,0,1.0,0.930344325912288,1,0.0,0.614854842113035,3,27.0,0.4737832446106347,0,3.0,0.9354431165881401,0,2.0,0.37564209885144284,14,205.0
280.0,15,258.0,4.777777777777778,8.230048900253323,0,0.0,0.9760871790991565,1,55.0,0.554955033239403,1,22.0,0.6981526683071426,1,19.0,0.3337510711023264,1,2.0,0.0005752198277914947,2,47.0,0.3810875900220339,2,32.0,0.17942756389238249,1,22.0,0.6309153702917195,1,12.0,0.0,0,2.0,0.9687754943509834,1,35.0,0.5935062359318629,1,5.0,0.6606926918142407,1,6.0,0.6091022558306175,1,27.0,0.6620139656452515,0,3.0,0.9805089872294559,1,10.0,0.0,15,299.0
290.0,17,253.0,4.685185185185185,7.404930189345011,1,1.0,0.004838925590906033,1,65.0,0.6044790761338853,0,4.0,0.47076482344687376,2,15.0,0.3082645636536378,1,12.0,0.0,1,23.0,0.36657241312370353,2,57.0,0.633124913420277,0,4.0,0.4353177558136615,1,22.0,0.0,0,4.0,0.9316379702566424,1,10.0,0.0,2,21.0,0.35306618306247295,3,25.0,0.3766877203568718,0,2.0,0.5840207501977436,1,9.0,0.5741383384156858,1,20.0,0.0,17,294.0
300.0,16,339.0,6.163636363636364,8.468497866337982,1,11.0,0.0,2,82.0,0.6733533871024893,1,14.0,0.46969820851290217,1,14.0,0.6429304499797251,1,22.0,0.0,2,43.0,0.12074389946053403,2,77.0,0.5839454890478217,1,11.0,0.0,0,0.0,1.0,0,6.0,0.7614809740566069,1,24.0,0.6098713362820382,1,15.0,0.6975781543479149,1,26.0,0.33682377200226055,0,0.0,0.9898941864622591,0,2.0,0.9292333440545897,2,30.0,0.0,16,377.0
310.0,19,418.0,7.206896551724138,6.372823785485564,1,21.0,0.21770802823729035,3,108.0,0.28460938631851995,1,24.0,0.19258858009764712,1,26.0,0.6301662924948038,1,32.0,0.0,2,54.0,0.4017447056362007,4,104.0,0.16820242835205054,0,0.0,0.4454450603183066,0,0.0,1.0,1,7.0,0.47747767007495007,0,5.0,0.9402928457254559,2,26.0,0.4867159845581768,1,2.0,0.4541708797592763,1,9.0,0.4553989386145596,0,0.0,0.540288955561409,1,40.0,0.4701145843551127,19,458.0
320.0,17,446.0,8.10909090909091,8.398438199263829,1,32.0,0.6411345432635682,3,119.0,0.23509147390801385,1,36.0,0.6828301894664359,2,37.0,0.3056834429572264,0,0.0,1.0,2,78.0,0.6633944949728505,3,124.0,0.0,0,0.0,0.9240440793527612,0,0.0,1.0,2,20.0,0.31458773324596556,0,8.0,0.756369459652557,1,13.0,0.0,1,1.0,0.2914195306335771,1,19.0,0.4820903609108794,0,0.0,0.9738453108373518,0,1.0,0.9035522369204996,17,488.0
330.0,15,418.0,7.206896551724138,8.858380823935889,1,47.0,0.7838277937128213,2,107.0,0.00021310114571692864,1,46.0,0.7161415091237314,1,46.0,0.39282944555285,0,0.0,0.6654363572507187,3,107.0,0.5142872005063396,1,23.0,0.0,0,2.0,0.5397112079903471,0,0.0,1.0,2,40.0,0.32363441400498577,1,10.0,0.6335332612860419,0,0.0,0.9793784633729893,0,0.0,0.9223296106824578,1,27.0,0.0,1,2.0,0.6233141254778665,1,4.0,0.4487800514371861,15,461.0
340.0,17,320.0,5.925925925925926,8.23554160232914,1,11.0,0.6079773468770896,1,118.0,0.6346943146939052,2,7.0,0.3811634021037128,1,54.0,0.48817815515675894,0,5.0,0.8981955292148376,4,62.0,0.3011402350298282,1,33.0,0.4704788308744883,2,14.0,0.49623056638068486,0,0.0,1.0,2,35.0,0.3262366489781509,2,11.0,0.4638702138700299,0,0.0,0.5203084645558664,0,2.0,0.8143483062680098,0,0.0,0.8223061852685298,0,1.0,0.9621576314987446,1,14.0,0.4953892508600448,17,367.0
350.0,13,282.0,5.222222222222222,8.915660583793136,1,21.0,0.328248371875274,1,128.0,0.7147202359456811,3,36.0,0.3846999300257803,0,0.0,1.0,0,10.0,0.9392159373694356,1,19.0,0.5778460400668178,0,0.0,0.9807650780134239,2,32.0,0.5237024582909786,0,0.0,1.0,1,22.0,0.6009241682372131,2,35.0,0.629670727814185,0,0.0,0.8640390563637123,0,2.0,0.5873690764002044,0,0.0,0.9500849907812174,0,1.0,0.03965097512372227,2,29.0,0.3154238919080726,13,335.0
360.0,15,239.0,4.345454545454546,8.232496011525374,2,23.0,0.4492092896042029,1,7.0,0.6184129118578755,3,53.0,0.30632709012058373,0,0.0,0.8994912206624603,0,10.0,0.8146035031808742,1,24.0,0.0,0,2.0,0.9259677379093509,1,30.0,0.6373000233734284,0,0.0,1.0,1,32.0,0.6127581617646917,2,55.0,0.4186338294581104,0,0.0,0.9563591177206402,1,4.0,0.47062511019839975,1,1.0,0.46505838385271486,0,0.0,1.0,2,50.0,0.47476258467007176,15,291.0
370.0,19,362.0,6.703703703703703,7.224578198958181,2,44.0,0.45934848940387274,3,29.0,0.5838407441171488,3,81.0,0.37452895898354904,0,0.0,0.7712891223254028,1,7.0,0.0656007801721912,1,35.0,0.24653770620829424,0,2.0,0.9254424892554531,2,42.0,0.375365151756182,0,0.0,1.0,1,42.0,0.6331401631538884,2,36.0,0.33226607213257425,0,4.0,0.7115513020627945,1,14.0,0.6417639062295181,0,0.0,1.0,0,1.0,0.9809362530566472,3,70.0,0.23617217833464518,19,407.0
380.0,17,352.0,6.4,7.607302585918462,2,38.0,0.5689723623613312,4,41.0,0.26324562181074207,1,44.0,0.4711013695812973,0,5.0,0.575675662464149,2,26.0,0.32796465202995967,1,45.0,0.49068797563872085,0,2.0,0.7121738283689704,3,72.0,0.39166500490019274,0,4.0,0.7294644113642719,0,2.0,0.9547127972288548,1,43.0,0.46534750226076116,1,14.0,0.7124211145055521,1,24.0,0.45322573135235,0,0.0,0.6308981523219858,0,3.0,0.9733721925073379,1,37.0,0.3426860803462995,17,400.0
390.0,26,535.0,9.224137931034482,5.983315773861749,2,58.0,0.41411458399451095,3,51.0,0.18943951067625026,3,66.0,0.18373452569685497,1,14.0,0.7322651086669265,2,46.0,0.31121273021465884,1,55.0,0.49359419316384595,1,9.0,0.0,5,107.0,0.16579098301721765,0,4.0,0.8345823832094853,1,4.0,0.6411512139736674,1,53.0,0.0,3,26.0,0.1382187641037938,1,34.0,0.004321999534900254,0,0.0,0.95838437143023,1,7.0,0.6147389480468587,1,46.0,0.6116800017994982,26,580.0
400.0,22,639.0,10.65,7.148232382633566,2,54.0,0.3131873754219417,3,83.0,0.38202300767127156,3,96.0,0.24891403081624952,1,26.0,0.4042112553192676,2,66.0,0.327157020178747,1,4.0,0.0007114309282089168,1,19.0,0.0,3,131.0,0.3785106184580379,0,4.0,0.9079379951750829,2,18.0,4.584179333873808e-06,1,65.0,0.46939437767506337,1,12.0,0.47312658956251125,1,44.0,0.13077222801692942,0,2.0,0.778881128842923,0,0.0,0.9372093531514766,1,58.0,0.7775756179425056,22,682.0
410.0,26,775.0,12.301587301587302,6.9776993369235205,1,61.0,0.4573405972647269,3,113.0,0.23818315553197777,3,126.0,0.2289780783366695,4,59.0,0.2171479363124087,3,86.0,0.0,1,14.0,0.0,1,29.0,0.4934144935543211,3,161.0,0.23571288414273622,2,16.0,0.4120764346000341,2,38.0,0.0,1,75.0,0.4648269395000142,1,22.0,0.6548597991806763,0,0.0,0.929055923488225,1,11.0,0.640303646648574,0,0.0,1.0,0,2.0,0.9008563860948143,26,813.0
420.0,23,765.0,12.540983606557377,6.707232348379708,0,1.0,0.9405370873202505,3,143.0,0.17766873456664384,4,159.0,0.0,2,45.0,0.3081006881121532,2,110.0,0.5674356136304646,0,0.0,1.0,1,39.0,0.6200376212694426,3,196.0,0.309359767086348,3,49.0,0.4605346457384236,0,0.0,1.0,0,0.0,1.0,2,37.0,0.3595620452308872,0,0.0,0.9584646753106779,1,20.0,0.011304445867710154,0,2.0,0.9269961589447164,2,10.0,0.2594547062846784,23,811.0
430.0,21,719.0,12.614035087719298,7.80726802768608,0,1.0,0.9424929582975473,4,182.0,0.1875772210861399,2,108.0,0.0,3,76.0,0.4411537609758212,2,131.0,0.6306378079854943,0,0.0,1.0,2,60.0,0.6274517847181255,1,66.0,0.5892679359722043,1,32.0,0.7204303451628091,0,2.0,0.9388658565909146,0,0.0,1.0,2,57.0,0.4754226353805398,1,2.0,2.3508975776294688e-05,2,39.0,0.0,0,2.0,0.9367875119914998,1,14.0,0.4617052913128263,21,772.0
440.0,12,460.0,8.070175438596491,8.989535376076322,0,0.0,1.0,3,201.0,0.0,2,128.0,0.0,2,28.0,0.32999716895577563,0,5.0,0.6617035194117469,0,5.0,0.9150816085782344,1,7.0,0.703276926260064,0,3.0,0.8883794689943257,0,1.0,0.44822372560760343,0,4.0,0.9584540232661862,0,0.0,1.0,2,79.0,0.5542164297439116,1,14.0,0.6268511675095118,0,0.0,1.0,0,4.0,0.4798765318413654,1,24.0,0.7149656932811125,12,503.0
450.0,14,511.0,9.125,8.56995680795622,0,0.0,0.9846709378735775,3,231.0,0.0,3,148.0,0.23809808313763947,1,33.0,0.6203011098617651,2,18.0,0.1298199152233156,0,5.0,0.9200014223951194,1,15.0,0.15842209135145988,1,15.0,0.6747701755510441,0,2.0,0.9092704393398165,0,4.0,0.5451634969739471,0,0.0,0.9973901715983597,1,37.0,0.7163108392006154,0,2.0,0.9356614875516289,0,0.0,1.0,1,13.0,0.4593409411506997,1,34.0,0.5225924373335405,14,557.0
460.0,13,593.0,11.627450980392156,7.792441361935189,0,0.0,0.5398617946551427,3,261.0,0.0,2,169.0,0.5800979333210476,1,41.0,0.6556058791844332,2,38.0,0.332193782534445,0,5.0,0.4568955217852224,2,31.0,0.0,1,26.0,0.7883500166111986,0,2.0,0.9767554121961574,0,0.0,1.0,0,0.0,0.9365022367952525,1,45.0,0.32963697562076183,0,2.0,0.7215899071186405,0,1.0,0.949101129195693,0,4.0,0.7649822223215869,1,9.0,0.46586013000874,13,634.0
470.0,18,690.0,13.018867924528301,7.630812168762235,0,0.0,0.8605031068087295,3,293.0,0.323811050867496,2,189.0,0.6866565069065025,2,56.0,0.3220026285994296,2,58.0,0.1976544387928087,1,5.0,0.4731649865499426,2,51.0,0.3091986582878149,3,38.0,0.4688988550981466,0,2.0,0.16074909724733477,0,1.0,0.9333329472632415,0,3.0,0.9467344975177433,1,2.0,0.4857058228481012,1,10.0,0.0,0,1.0,0.9501066547613157,0,2.0,0.9638584161769739,1,19.0,0.4653258518684536,18,730.0
480.0,18,786.0,14.290909090909091,7.48281883948516,0,0.0,0.8088487969713559,3,324.0,0.544882152808575,2,210.0,0.5442766665395943,2,76.0,0.5489592167226635,1,36.0,0.49570320266740464,1,19.0,0.7138740764682787,1,41.0,0.47181507286483654,3,67.0,0.2504075450064311,1,11.0,0.43793266570100375,0,1.0,0.9348124615418723,0,3.0,0.8510594089303328,1,13.0,0.48209815524065885,1,20.0,0.0,1,2.0,0.4512261514321341,1,6.0,0.5152463484759087,0,2.0,0.04986009441373125,18,831.0
490.0,20,866.0,14.931034482758621,6.718493980424231,2,8.0,0.2625038632832387,3,352.0,0.4058991437885344,2,229.0,0.3843019519506947,0,1.0,0.9350462279218796,1,46.0,0.46524136419107004,1,29.0,0.6936836752612243,1,51.0,0.0,3,98.0,0.5322445348720037,1,22.0,0.5707646938940861,0,0.0,1.0,2,10.0,0.07765902344271856,1,23.0,0.33386909339339566,0,0.0,1.0,0,2.0,0.7347742164767552,2,27.0,0.561775174647727,1,11.0,0.0,20,909.0
500.0,18,608.0,10.133333333333333,8.403693046602436,2,28.0,0.5900140916167015,1,10.0,0.772730342370803,2,253.0,0.57680303646128,1,2.0,0.6239110243112016,2,61.0,0.08596960465388011,2,40.0,0.42785051815215774,1,62.0,0.6352566423762959,3,128.0,0.5248519056572819,1,3.0,0.6357465743636205,0,0.0,1.0,0,0.0,1.0,1,13.0,0.6321669447571873,0,0.0,1.0,0,2.0,0.9108862850618856,2,50.0,0.5385917056692948,0,2.0,0.9305358948215325,18,654.0
